query-id	corpus-id	score
16565	524422	0
16565	524423	0
16565	524426	0
16565	530491	0
16565	617648	0
16565	689920	0
16706	27667	3
16706	529449	3
16706	566702	3
16706	733955	3
16706	295811	2
16706	295812	2
16706	295813	2
16706	249609	1
16706	504340	1
16706	744316	1
16706	122081	0
16706	295809	0
16706	295810	0
16706	295814	0
16706	508307	0
16776	27803	3
16776	232483	3
16776	40770	2
16776	442209	2
16776	543219	2
16776	197972	1
16776	420540	1
16776	681186	1
16776	27804	0
16776	197973	0
16776	11911	0
16776	420539	0
16776	436102	0
16776	2516	0
17515	655928	3
17515	65564	2
17515	513568	2
17515	29231	1
17515	688036	1
17515	29230	0
17515	105455	0
17515	379855	0
17515	551562	0
17515	67	0
17515	101406	0
17515	705818	0
17515	738512	0
17624	29436	3
17624	322003	3
17624	118295	2
17624	443826	2
17624	553072	2
17624	639312	2
17624	639314	1
17624	42529	0
17624	208412	0
17624	322004	0
17624	463218	0
17624	639310	0
17624	639311	0
17624	639313	0
17624	672188	0
17631	708444	3
17631	334096	2
17631	620481	1
17631	29451	0
17631	144408	0
17631	152995	0
17631	227453	0
17631	337247	0
17631	337248	0
17631	337249	0
17631	403672	0
17631	596512	0
17631	669982	0
17654	112449	3
17654	29488	2
17654	221448	2
17654	61694	1
17654	115257	1
17654	253703	1
17654	61693	0
17654	61696	0
17654	165382	0
17654	286872	0
17654	696631	0
17654	696632	0
17654	721325	0
17654	721326	0
17873	29907	3
17873	142516	3
17873	441058	3
17873	112314	2
17873	264889	2
17873	264901	2
17873	739420	2
17873	148767	1
17873	562328	1
17873	61960	0
17873	394148	0
17873	513446	0
18115	696398	3
18115	426847	2
18115	420354	1
18115	626615	1
18115	30358	0
18115	138767	0
18115	538796	0
18115	676141	0
18115	703514	0
18115	754297	0
18731	318983	3
18731	483529	3
18731	483530	3
18731	433943	2
18731	493274	2
18731	602143	2
18731	443633	1
18731	443869	1
18731	31567	0
18731	129439	0
18731	312956	0
18731	312958	0
18731	312959	0
18731	312960	0
18731	312961	0
18731	312963	0
18731	312964	0
18731	312965	0
18731	318982	0
18731	433944	0
18731	483528	0
18731	515270	0
18731	602141	0
18731	602142	0
18918	521310	3
18918	36893	2
18918	36894	2
18918	70193	2
18918	86855	2
18918	474177	2
18918	488442	2
18918	31964	1
18918	70192	1
18918	203141	1
18918	633009	1
18918	36669	0
18918	36895	0
18918	317715	0
18918	317716	0
18918	474175	0
18918	474176	0
18928	507443	3
18928	587660	3
18928	31988	2
18928	213281	2
18928	55178	1
18928	197118	1
18928	538559	1
18928	51457	0
18928	660549	0
18928	743834	0
19192	538128	3
19192	451021	2
19192	505077	2
19192	541972	2
19192	32514	1
19192	451020	1
19192	32513	0
19192	32515	0
19192	142499	0
19192	317895	0
19192	423013	0
19192	591284	0
19192	1850	0
19222	32605	3
19222	526812	2
19222	258332	1
19222	516566	1
19222	645715	1
19222	126485	0
19222	126486	0
19222	126487	0
19222	336561	0
19222	406029	0
19222	516567	0
19222	592309	0
19222	695475	0
19222	716950	0
19333	166084	3
19333	685458	3
19333	198757	2
19333	478846	2
19333	695567	2
19333	287553	1
19333	32854	0
19333	115976	0
19333	287439	0
19333	840	0
19590	33454	3
19590	308532	2
19590	45342	1
19590	464896	1
19590	473319	1
19590	473320	1
19590	732565	1
19590	110411	0
19590	117639	0
19590	160535	0
19590	234048	0
19590	281821	0
19590	739244	0
20443	35176	3
20443	124950	2
20443	315278	2
20443	315622	2
20443	399288	1
20443	226927	0
20443	356210	0
20443	518450	0
20443	560753	0
20443	625392	0
20654	174493	3
20654	713971	3
20654	152496	2
20654	229924	2
20654	487173	2
20654	35684	1
20654	487174	1
20654	754814	1
20654	124232	0
20654	229922	0
20654	328091	0
20654	433949	0
20654	487175	0
20654	487176	0
20654	713972	0
20915	222766	3
20915	36264	2
20915	36265	2
20915	606573	2
20915	638317	2
20915	68321	1
20915	36263	0
20915	121962	0
20915	261048	0
20915	261049	0
20915	339234	0
20915	453095	0
20915	606572	0
20915	638316	0
20915	638318	0
20915	730335	0
20973	36385	3
20973	239615	2
20973	383526	2
20973	603140	2
20973	616839	1
20973	633351	1
20973	255981	0
20973	567597	0
20973	654292	0
20973	737377	0
21181	465918	3
21181	368622	2
21181	462912	2
21181	715115	1
21181	36786	0
21181	99977	0
21181	317612	0
21181	368620	0
21181	368621	0
21181	546023	0
21181	595196	0
21181	631029	0
21267	207993	3
21267	569197	3
21267	606525	3
21267	36958	2
21267	368156	2
21267	520034	2
21267	106178	1
21267	328653	1
21267	520035	1
21267	138609	0
21267	226864	0
21267	696199	0
21355	293751	3
21355	300361	3
21355	508183	3
21355	458592	2
21355	471190	2
21355	37161	1
21355	145303	1
21355	158047	1
21355	471189	1
21355	471191	1
21355	658049	1
21355	471188	0
21355	471192	0
21355	748756	0
22225	230824	3
22225	230825	2
22225	237959	2
22225	288631	2
22225	321210	2
22225	347426	2
22225	347427	2
22225	410058	2
22225	630024	2
22225	230827	1
22225	321212	1
22225	321213	1
22225	321214	1
22225	321215	1
22225	39124	0
22225	69720	0
22225	159296	0
22225	159301	0
22225	230821	0
22225	230822	0
22225	230823	0
22225	230826	0
22225	230828	0
22225	321208	0
22225	372143	0
22225	395747	0
22225	598492	0
22225	658692	0
22272	290580	3
22272	89509	2
22272	552263	2
22272	466752	2
22272	679631	2
22272	39230	1
22272	290579	0
22272	340888	0
22272	647170	0
22272	687735	0
22272	705776	0
22437	517668	3
22437	39587	2
22437	116537	2
22437	319596	2
22437	347895	2
22437	522563	2
22437	605561	2
22437	244246	1
22437	39588	0
22437	231289	0
22437	725884	0
22527	204704	3
22527	39785	2
22527	39787	2
22527	39788	2
22527	94328	2
22527	325254	2
22527	326125	2
22527	377089	2
22527	685387	2
22527	495832	1
22527	39786	0
22527	122433	0
22527	377087	0
22527	377088	0
22527	496772	0
22547	100980	3
22547	691076	3
22547	50711	2
22547	270945	2
22547	320984	2
22547	414392	2
22547	39824	1
22547	39825	1
22547	100979	1
22547	659016	1
22547	270944	0
22547	270946	0
22547	359706	0
22547	549087	0
22547	549088	0
22547	691077	0
22662	40059	3
22662	98971	3
22662	407051	3
22662	512318	3
22662	542534	3
22662	542535	3
22662	40058	2
22662	59921	2
22662	104660	2
22662	140190	2
22662	140195	2
22662	214178	2
22662	407050	2
22662	607494	2
22662	716684	2
22662	407049	1
22662	181037	0
22697	139159	3
22697	598558	3
22697	700902	3
22697	40146	2
22697	89830	2
22697	92760	2
22697	180757	2
22697	207831	2
22697	268841	2
22697	318404	2
22697	318405	2
22697	574378	2
22697	40147	1
22697	180756	1
22697	285778	0
22697	574379	0
22937	681112	3
22937	59180	2
22937	86985	2
22937	125470	2
22937	295205	2
22937	313674	2
22937	230289	1
22937	230291	1
22937	40698	0
22937	59179	0
22937	59181	0
22937	141951	0
22937	230290	0
22937	230292	0
22937	313673	0
22937	699473	0
22937	737095	0
22963	40765	3
22963	393153	3
22963	431739	3
22963	440039	3
22963	524296	3
22963	68245	2
22963	239413	2
22963	426738	2
22963	123472	1
22963	123471	0
22963	161703	0
22963	161704	0
23251	648656	3
23251	140153	2
23251	233179	2
23251	682309	2
23251	90389	1
23251	406003	1
23251	41402	0
23251	41403	0
23251	41404	0
23251	41405	0
23251	41406	0
23251	140154	0
23251	172609	0
23251	406215	0
23251	576185	0
23251	648657	0
23298	504350	3
23298	546677	3
23298	622861	3
23298	665803	3
23298	41521	2
23298	96529	2
23298	228518	2
23298	313152	2
23298	454338	2
23298	454339	2
23298	623066	2
23298	622860	1
23298	672338	1
23298	47462	0
23298	454340	0
23298	622859	0
23428	92223	3
23428	123800	2
23428	283275	2
23428	295568	2
23428	411551	2
23428	411552	2
23428	637648	2
23428	244854	1
23428	283274	1
23428	411549	1
23428	41869	0
23428	92220	0
23428	92221	0
23428	283273	0
23428	361609	0
23428	605348	0
23428	637649	0
23428	637650	0
23428	637651	0
23592	42260	3
23592	682582	3
23592	682588	3
23592	361593	2
23592	361594	2
23592	528536	2
23592	531199	2
23592	682585	2
23592	361595	1
23592	361596	1
23592	682586	1
23592	124935	0
23592	219450	0
23592	350833	0
23592	975	0
23592	531200	0
23592	580168	0
23592	682587	0
23600	631376	3
23600	113920	2
23600	113924	2
23600	158913	2
23600	327346	2
23600	395155	2
23600	395159	2
23600	549764	2
23600	668926	2
23600	99668	1
23600	113925	1
23600	158911	1
23600	158918	1
23600	42290	0
23600	68280	0
23600	113922	0
23600	113923	0
23600	113926	0
23600	113927	0
23600	158912	0
23600	158914	0
23600	158915	0
23600	158916	0
23600	187182	0
23600	187186	0
23600	187188	0
23600	395156	0
23600	677419	0
23600	678995	0
23600	719933	0
23862	417490	3
23862	504788	2
23862	633138	2
23862	251761	1
23862	371968	1
23862	700086	1
23862	700087	1
23862	741240	1
23862	42916	0
23862	444527	0
23862	504787	0
23862	504789	0
23862	531488	0
23862	577174	0
23862	580396	0
23862	580397	0
24274	493444	3
24274	43893	2
24274	75999	2
24274	268156	2
24274	369675	2
24274	550547	2
24274	619822	2
24274	657210	2
24274	235631	1
24274	76000	0
24274	87778	0
24274	87779	0
24274	235630	0
24274	268154	0
24274	268155	0
24274	716363	0
24515	94774	3
24515	123335	2
24515	362074	2
24515	44472	1
24515	215545	1
24515	235370	1
24515	486267	1
24515	501208	1
24515	521361	1
24515	94773	0
24515	94775	0
24515	590767	0
24562	215644	3
24562	229052	2
24562	408429	2
24562	576945	2
24562	644844	2
24562	94864	1
24562	417857	1
24562	421675	1
24562	589885	1
24562	44582	0
24758	121620	3
24758	220606	3
24758	441598	3
24758	579320	3
24758	45051	2
24758	212434	2
24758	262722	1
24758	161200	0
24758	262721	0
24812	45196	3
24812	45197	2
24812	45198	2
24812	230627	2
24812	359130	2
24812	368582	2
24812	370313	2
24812	425048	2
24812	615394	2
24812	701687	2
24812	750771	2
24812	45195	1
24812	701686	1
24812	216338	0
24812	250893	0
24812	253359	0
24812	368480	0
24812	565625	0
